,vault_name,vault_apy,vault_total_assets
2021-05-08 16:58:48.855166, MTWTR-UST,116.34%  ,500.83K
2021-05-08 16:58:48.901058, CRV:LINK,9.12%  ,3.21M
2021-05-08 16:58:48.955316, TUSD,Inactive ,24.19K
2021-05-08 16:58:48.989391, CRV:AAVE,Inactive ,12.41K
2021-05-08 16:58:49.031960, RENBTC,Inactive ,147.14K
2021-05-08 16:58:49.070309, MIC-USDT,Inactive ,276.86K
2021-05-08 16:58:49.100111, MIS-USDT,Inactive ,79.08K
2021-05-08 16:58:49.132427, WBTC-TBTC,Inactive ,1.20K
2021-05-08 16:58:49.165564, ETH-DAI,Inactive ,19.72K
2021-05-08 16:58:49.198912, ETH-USDC,Inactive ,34.37K
2021-05-08 16:58:49.231960, ETH-USDT,Inactive ,11.01K
2021-05-08 16:58:49.283002, ETH-WBTC,Inactive ,45.42K
2021-05-08 16:58:49.313041, DAI-BSG,Inactive ,2.13K
2021-05-08 16:58:49.348994, DAI-BSGS,Inactive ,5.47K
2021-05-08 16:58:49.384595, BAC,Inactive ,517.72
2021-05-08 16:58:49.415020, ESD,Inactive ,31.62K
2021-05-08 16:58:49.448846, DSD,Inactive ,3.59K
2021-05-08 16:58:49.481984, FARM/USDC,Inactive,72.26K
2021-05-09 17:04:33.629439, WETH,2.75%  ,22.27M
2021-05-09 17:04:33.663407, COMFI-ETH,123597277....%  ,955.10K
2021-05-09 17:04:33.694562, ETH-PERP,52.30%  ,167.34K
2021-05-09 17:04:33.717673, ETH-MVI,8.58%  ,1.20M
2021-05-09 17:04:33.740869, KXUSD-DAI,111.42%  ,242.36K
2021-05-09 17:04:33.763460, FARM,43.52%,55.89M
2021-05-09 17:04:33.803047, USDC,17.68%  ,42.52M
2021-05-09 17:04:33.823743, USDT,13.87%  ,4.35M
2021-05-09 17:04:33.845135, DAI,14.11%  ,14.80M
2021-05-09 17:04:33.866084, CRV:HUSD,14.84%  ,1.85M
2021-05-09 17:04:33.889404, YCRV,16.19%  ,1.77M
2021-05-09 17:04:33.915683, 3CRV,8.30%  ,7.99M
2021-05-09 17:04:33.939074, CRV:COMPOUND,22.21%  ,1.72M
2021-05-09 17:04:33.963158, CRV:BUSD,19.64%  ,4.31M
2021-05-09 17:04:33.984308, CRV:USDN,29.46%  ,12.13M
2021-05-09 17:04:34.006184, CRV:EURS,34.74%  ,1.68M
2021-05-09 17:04:34.027710, CRV:GUSD,21.74%  ,182.36K
2021-05-09 17:04:34.050979, CRV:UST,20.05%  ,537.20K
2021-05-09 17:04:34.072006, CRV:USDP,28.60%  ,436.17K
2021-05-09 17:04:34.113945, SUSHI,13.46%  ,5.61M
2021-05-09 17:04:34.137230, ETH-DAI,55.47%  ,19.96M
2021-05-09 17:04:34.165998, ETH-USDC,52.26%  ,8.37M
2021-05-09 17:04:34.187369, ETH-USDT,60.59%  ,6.97M
2021-05-09 17:04:34.209209, ETH-WBTC,32.16%  ,14.98M
2021-05-09 17:04:34.249727, CRV:STETH,13.80%  ,65.34M
2021-05-09 17:04:34.290953, CRV:HBTC,6.15%  ,14.08M
2021-05-09 17:04:34.312082, CRV:OBTC,13.62%  ,9.99M
2021-05-09 17:04:34.335022, CRV:TBTC,3.71%  ,713.53K
2021-05-09 17:04:34.363975, CRV:RENWBTC,2.58%  ,90.80M
2021-05-09 17:04:34.389733, WBTC,1.14%  ,1.92M
2021-05-09 17:04:34.429479, MUSE-ETH,233.28%  ,714.27K
2021-05-09 17:04:34.450444, DUDES20-ETH,1324.15%  ,106.11K
2021-05-09 17:04:34.471897, MASK20-ETH,336.59%  ,116.48K
2021-05-09 17:04:34.493969, ROPE20-ETH,953.87%  ,107.91K
2021-05-09 17:04:34.515273, MCAT20-ETH,408.68%  ,75.03K
2021-05-09 17:04:34.537823, MEME20-ETH,553.19%  ,113.55K
2021-05-09 17:04:34.561405, GPUNKS20-ETH,526.98%  ,71.83K
2021-05-09 17:04:34.615103, 1INCH-ETH,73.61%  ,1.46M
2021-05-09 17:04:34.640762, 1INCH-USDC,221.85%  ,1.40M
2021-05-09 17:04:34.676498, 1INCH-WBTC,103.13%  ,994.60K
2021-05-09 17:04:34.732942, ETH-DAI,55.47%  ,291.89K
2021-05-09 17:04:34.755385, ETH-USDC,52.26%  ,460.86K
2021-05-09 17:04:34.778409, ETH-USDT,60.59%  ,88.62K
2021-05-09 17:04:34.809238, ETH-WBTC,32.16%  ,12.94M
2021-05-09 17:04:34.866621, ETH-SUSHI,16.93%  ,12.68M
2021-05-09 17:04:34.893664, ETH-DAI,38.93%  ,19.44M
2021-05-09 17:04:34.915611, ETH-USDC,36.52%  ,13.85M
2021-05-09 17:04:34.937898, ETH-USDT,42.56%  ,38.95M
2021-05-09 17:04:34.958940, ETH-WBTC,17.07%  ,19.25M
2021-05-09 17:04:34.981034, ETH-UST,69.00%  ,468.71K
2021-05-09 17:04:35.022270, ETH-DPI,15.39%  ,4.34M
2021-05-09 17:04:35.055364, WBTC-KBTC,96.58%  ,859.49K
2021-05-09 17:04:35.088650, WBTC-KLONX,107.82%  ,78.43K
2021-05-09 17:04:35.130868, FARM/ETH,19.65%,15.16M
2021-05-09 17:04:35.172474, FARM/GRAIN,68.22%,145.70K
2021-05-09 17:04:35.252130, DAI-BAC,72.61%  ,936.62K
2021-05-09 17:04:35.299900, DAI-BASv2,138.62%  ,82.59K
2021-05-09 17:04:35.400683, MAAPL-UST,75.49%  ,472.70K
2021-05-09 17:04:35.445275, MAMZN-UST,84.06%  ,295.71K
2021-05-09 17:04:35.484919, MGOOGL-UST,81.58%  ,342.71K
2021-05-09 17:04:35.515668, MTSLA-UST,78.76%  ,262.62K
2021-05-09 17:04:35.550762, MNFLX-UST,115.20%  ,445.83K
2021-05-09 17:04:35.580159, MTWTR-UST,114.36%  ,508.20K
2021-05-09 17:04:35.619501, CRV:LINK,8.04%  ,3.43M
2021-05-09 17:04:35.661283, TUSD,Inactive ,24.25K
2021-05-09 17:04:35.687952, CRV:AAVE,Inactive ,12.41K
2021-05-09 17:04:35.709704, RENBTC,Inactive ,143.82K
2021-05-09 17:04:35.733012, MIC-USDT,Inactive ,276.95K
2021-05-09 17:04:35.762956, MIS-USDT,Inactive ,76.53K
2021-05-09 17:04:35.790091, WBTC-TBTC,Inactive ,1.16K
2021-05-09 17:04:35.819250, ETH-DAI,Inactive ,20.24K
2021-05-09 17:04:35.844814, ETH-USDC,Inactive ,35.31K
2021-05-09 17:04:35.867249, ETH-USDT,Inactive ,11.33K
2021-05-09 17:04:35.890770, ETH-WBTC,Inactive ,37.40K
2021-05-09 17:04:35.911987, DAI-BSG,Inactive ,2.13K
2021-05-09 17:04:35.933904, DAI-BSGS,Inactive ,3.66K
2021-05-09 17:04:35.959481, BAC,Inactive ,482.02
2021-05-09 17:04:35.983900, ESD,Inactive ,31.65K
2021-05-09 17:04:36.007155, DSD,Inactive ,3.45K
2021-05-09 17:04:36.029660, FARM/USDC,Inactive,71.81K
2021-05-10 17:41:17.412710, WETH,0.33%  ,24.06M
2021-05-10 17:41:17.443431, COMFI-ETH,37499686.3...%  ,1.00M
2021-05-10 17:41:17.470088, ETH-PERP,1.83%  ,174.30K
2021-05-10 17:41:17.490088, ETH-MVI,0.00%  ,1.26M
2021-05-10 17:41:17.510961, KXUSD-DAI,77.65%  ,238.50K
2021-05-10 17:41:17.532140, FARM,42.39%,...
2021-05-10 17:41:17.569475, USDC,17.06%  ,42.47M
2021-05-10 17:41:17.590373, USDT,20.15%  ,4.40M
2021-05-10 17:41:17.617047, DAI,12.78%  ,14.80M
2021-05-10 17:41:17.639646, CRV:HUSD,14.04%  ,1.83M
2021-05-10 17:41:17.666901, YCRV,25.76%  ,1.77M
2021-05-10 17:41:17.690165, 3CRV,6.12%  ,8.11M
2021-05-10 17:41:17.713273, CRV:COMPOUND,14.62%  ,1.73M
2021-05-10 17:41:17.735374, CRV:BUSD,16.95%  ,4.31M
2021-05-10 17:41:17.762153, CRV:USDN,23.24%  ,11.66M
2021-05-10 17:41:17.781521, CRV:EURS,34.03%  ,1.75M
2021-05-10 17:41:17.802358, CRV:GUSD,9.87%  ,182.42K
2021-05-10 17:41:17.822175, CRV:UST,16.38%  ,538.20K
2021-05-10 17:41:17.843174, CRV:USDP,19.97%  ,436.52K
2021-05-10 17:41:17.887156, SUSHI,12.22%  ,5.52M
2021-05-10 17:41:17.919833, ETH-DAI,33.77%  ,20.75M
2021-05-10 17:41:17.943111, ETH-USDC,31.06%  ,8.35M
2021-05-10 17:41:17.966848, ETH-USDT,37.46%  ,7.30M
2021-05-10 17:41:17.991965, ETH-WBTC,23.99%  ,15.27M
2021-05-10 17:41:18.037438, CRV:STETH,12.60%  ,70.92M
2021-05-10 17:41:18.083914, CRV:HBTC,5.53%  ,15.01M
2021-05-10 17:41:18.112089, CRV:OBTC,12.26%  ,10.09M
2021-05-10 17:41:18.143734, CRV:TBTC,3.72%  ,719.50K
2021-05-10 17:41:18.167273, CRV:RENWBTC,2.17%  ,91.58M
2021-05-10 17:41:18.190763, WBTC,0.25%  ,1.94M
2021-05-10 17:41:18.229342, MUSE-ETH,218.80%  ,753.03K
2021-05-10 17:41:18.250494, DUDES20-ETH,664.65%  ,113.78K
2021-05-10 17:41:18.274105, MASK20-ETH,280.67%  ,120.67K
2021-05-10 17:41:18.298536, ROPE20-ETH,830.69%  ,115.71K
2021-05-10 17:41:18.325663, MCAT20-ETH,306.32%  ,80.45K
2021-05-10 17:41:18.351446, MEME20-ETH,467.62%  ,121.76K
2021-05-10 17:41:18.374430, GPUNKS20-ETH,415.95%  ,77.02K
2021-05-10 17:41:18.413157, 1INCH-ETH,48.43%  ,1.44M
2021-05-10 17:41:18.446679, 1INCH-USDC,171.05%  ,1.36M
2021-05-10 17:41:18.480266, 1INCH-WBTC,73.55%  ,964.34K
2021-05-10 17:41:18.537489, ETH-DAI,33.77%  ,258.51K
2021-05-10 17:41:18.585711, ETH-USDC,31.06%  ,142.61K
2021-05-10 17:41:18.649891, ETH-USDT,37.46%  ,92.82K
2021-05-10 17:41:18.687421, ETH-WBTC,23.99%  ,13.14M
2021-05-10 17:41:18.768602, ETH-SUSHI,11.75%  ,13.05M
2021-05-10 17:41:18.820612, ETH-DAI,16.27%  ,20.29M
2021-05-10 17:41:18.854174, ETH-USDC,14.09%  ,14.45M
2021-05-10 17:41:18.899779, ETH-USDT,19.32%  ,40.86M
2021-05-10 17:41:18.956536, ETH-WBTC,8.59%  ,20.16M
2021-05-10 17:41:19.033439, ETH-UST,19.10%  ,489.95K
2021-05-10 17:41:19.079666, ETH-DPI,0.00%  ,4.57M
2021-05-10 17:41:19.100099, WBTC-KBTC,96.21%  ,830.95K
2021-05-10 17:41:19.169310, WBTC-KLONX,104.65%  ,76.93K
2021-05-10 17:41:19.199916, FARM/ETH,0.00%,...
2021-05-10 17:41:19.220335, FARM/GRAIN,0.00%,0.00
2021-05-10 17:41:19.265707, DAI-BAC,55.61%  ,939.06K
2021-05-10 17:41:19.290277, DAI-BASv2,61.17%  ,80.69K
2021-05-10 17:41:19.345207, MAAPL-UST,65.37%  ,468.54K
2021-05-10 17:41:19.366904, MAMZN-UST,68.23%  ,290.92K
2021-05-10 17:41:19.387138, MGOOGL-UST,66.65%  ,338.35K
2021-05-10 17:41:19.408293, MTSLA-UST,62.25%  ,253.28K
2021-05-10 17:41:19.429003, MNFLX-UST,98.90%  ,462.96K
2021-05-10 17:41:19.449795, MTWTR-UST,97.96%  ,494.54K
2021-05-10 17:41:19.486785, CRV:LINK,5.46%  ,3.27M
2021-05-10 17:41:19.523387, TUSD,Inactive ,24.19K
2021-05-10 17:41:19.549808, CRV:AAVE,Inactive ,12.41K
2021-05-10 17:41:19.570969, RENBTC,Inactive ,145.20K
2021-05-10 17:41:19.591343, MIC-USDT,Inactive ,280.17K
2021-05-10 17:41:19.612001, MIS-USDT,Inactive ,84.55K
2021-05-10 17:41:19.631828, WBTC-TBTC,Inactive ,1.19K
2021-05-10 17:41:19.652083, ETH-DAI,Inactive ,21.10K
2021-05-10 17:41:19.672858, ETH-USDC,Inactive ,36.82K
2021-05-10 17:41:19.693497, ETH-USDT,Inactive ,11.89K
2021-05-10 17:41:19.715987, ETH-WBTC,Inactive ,39.14K
2021-05-10 17:41:19.737548, DAI-BSG,Inactive ,2.13K
2021-05-10 17:41:19.768567, DAI-BSGS,Inactive ,3.66K
2021-05-10 17:41:19.798443, BAC,Inactive ,484.52
2021-05-10 17:41:19.825450, ESD,Inactive ,30.66K
2021-05-10 17:41:19.850726, DSD,Inactive ,3.78K
2021-05-10 17:41:19.873185, FARM/USDC,Inactive,0.00
2021-05-11 18:58:58.580443, WETH,2.72%  ,20.67M
2021-05-11 18:58:58.618609, COMFI-ETH,10000%+  ,915.13K
2021-05-11 18:58:58.653612, ETH-PERP,46.87%  ,167.79K
2021-05-11 18:58:58.698431, ETH-MVI,18.97%  ,1.18M
2021-05-11 18:58:58.735857, KXUSD-DAI,101.88%  ,238.48K
2021-05-11 18:58:58.771141, FARM,41.64%,53.90M
2021-05-11 18:58:58.862870, USDC,19.81%  ,42.46M
2021-05-11 18:58:58.922024, USDT,20.42%  ,4.35M
2021-05-11 18:58:58.970542, DAI,15.34%  ,14.80M
2021-05-11 18:58:59.015503, CRV:HUSD,13.72%  ,1.83M
2021-05-11 18:58:59.084379, YCRV,19.51%  ,1.77M
2021-05-11 18:58:59.137192, 3CRV,9.18%  ,8.11M
2021-05-11 18:58:59.172723, CRV:COMPOUND,19.11%  ,1.73M
2021-05-11 18:58:59.211186, CRV:BUSD,18.94%  ,4.31M
2021-05-11 18:58:59.241829, CRV:USDN,27.47%  ,11.66M
2021-05-11 18:58:59.269396, CRV:EURS,33.01%  ,1.72M
2021-05-11 18:58:59.295853, CRV:GUSD,23.15%  ,182.42K
2021-05-11 18:58:59.330574, CRV:UST,18.92%  ,538.20K
2021-05-11 18:58:59.377708, CRV:USDP,25.93%  ,439.49K
2021-05-11 18:58:59.462535, SUSHI,17.33%  ,5.43M
2021-05-11 18:58:59.490177, ETH-DAI,66.13%  ,20.54M
2021-05-11 18:58:59.529517, ETH-USDC,68.15%  ,8.27M
2021-05-11 18:58:59.569266, ETH-USDT,69.54%  ,7.19M
2021-05-11 18:58:59.597440, ETH-WBTC,51.01%  ,14.34M
2021-05-11 18:58:59.652498, CRV:STETH,12.28%  ,69.35M
2021-05-11 18:58:59.784995, CRV:HBTC,5.86%  ,14.62M
2021-05-11 18:58:59.826832, CRV:OBTC,13.42%  ,9.85M
2021-05-11 18:58:59.857043, CRV:TBTC,3.60%  ,702.82K
2021-05-11 18:58:59.887593, CRV:RENWBTC,2.48%  ,89.46M
2021-05-11 18:58:59.917448, WBTC,1.14%  ,1.89M
2021-05-11 18:58:59.974077, MUSE-ETH,222.79%  ,693.53K
2021-05-11 18:59:00.012728, DUDES20-ETH,629.53%  ,111.22K
2021-05-11 18:59:00.040951, MASK20-ETH,337.55%  ,106.44K
2021-05-11 18:59:00.073663, ROPE20-ETH,764.08%  ,113.11K
2021-05-11 18:59:00.104456, MCAT20-ETH,361.74%  ,77.24K
2021-05-11 18:59:00.147480, MEME20-ETH,466.66%  ,119.02K
2021-05-11 18:59:00.173926, GPUNKS20-ETH,452.53%  ,75.29K
2021-05-11 18:59:00.229850, 1INCH-ETH,63.33%  ,1.42M
2021-05-11 18:59:00.257007, 1INCH-USDC,181.49%  ,1.34M
2021-05-11 18:59:00.302078, 1INCH-WBTC,91.82%  ,940.20K
2021-05-11 18:59:00.382643, ETH-DAI,66.13%  ,255.82K
2021-05-11 18:59:00.424097, ETH-USDC,68.15%  ,141.15K
2021-05-11 18:59:00.484531, ETH-USDT,69.54%  ,91.39K
2021-05-11 18:59:00.532575, ETH-WBTC,51.01%  ,12.85M
2021-05-11 18:59:00.615918, ETH-SUSHI,23.45%  ,12.77M
2021-05-11 18:59:00.643418, ETH-DAI,45.79%  ,20.07M
2021-05-11 18:59:00.665115, ETH-USDC,48.47%  ,14.30M
2021-05-11 18:59:00.688781, ETH-USDT,47.91%  ,40.23M
2021-05-11 18:59:00.767212, ETH-WBTC,31.76%  ,19.71M
2021-05-11 18:59:00.807035, ETH-UST,46.13%  ,484.60K
2021-05-11 18:59:00.957486, ETH-DPI,18.02%  ,4.51M
2021-05-11 18:59:00.983601, WBTC-KBTC,99.14%  ,718.12K
2021-05-11 18:59:01.011198, WBTC-KLONX,102.42%  ,73.94K
2021-05-11 18:59:01.035228, FARM/ETH,16.28%,15.19M
2021-05-11 18:59:01.077434, FARM/GRAIN,80.64%,124.58K
2021-05-11 18:59:01.188117, DAI-BAC,56.40%  ,929.13K
2021-05-11 18:59:01.240350, DAI-BASv2,127.71%  ,76.87K
2021-05-11 18:59:01.284187, MAAPL-UST,70.22%  ,462.63K
2021-05-11 18:59:01.305289, MAMZN-UST,81.24%  ,289.84K
2021-05-11 18:59:01.326088, MGOOGL-UST,76.91%  ,335.11K
2021-05-11 18:59:01.355742, MTSLA-UST,81.58%  ,248.38K
2021-05-11 18:59:01.388339, MNFLX-UST,108.00%  ,461.14K
2021-05-11 18:59:01.412326, MTWTR-UST,125.83%  ,497.43K
2021-05-11 18:59:01.470083, CRV:LINK,8.17%  ,3.10M
2021-05-11 18:59:01.512888, TUSD,Inactive ,24.22K
2021-05-11 18:59:01.540683, CRV:AAVE,Inactive ,12.41K
2021-05-11 18:59:01.571949, RENBTC,Inactive ,141.34K
2021-05-11 18:59:01.603778, MIC-USDT,Inactive ,277.40K
2021-05-11 18:59:01.638458, MIS-USDT,Inactive ,84.43K
2021-05-11 18:59:01.672597, WBTC-TBTC,Inactive ,1.15K
2021-05-11 18:59:01.702312, ETH-DAI,Inactive ,20.89K
2021-05-11 18:59:01.733113, ETH-USDC,Inactive ,36.47K
2021-05-11 18:59:01.754828, ETH-USDT,Inactive ,11.73K
2021-05-11 18:59:01.779999, ETH-WBTC,Inactive ,38.27K
2021-05-11 18:59:01.801478, DAI-BSG,Inactive ,2.13K
2021-05-11 18:59:01.824021, DAI-BSGS,Inactive ,3.66K
2021-05-11 18:59:01.848402, BAC,Inactive ,474.29
2021-05-11 18:59:01.884979, ESD,Inactive ,27.22K
2021-05-11 18:59:01.921010, DSD,Inactive ,3.63K
2021-05-11 18:59:01.957861, FARM/USDC,Inactive,69.84K
2021-05-12 17:26:42.480738, WETH,2.83%  ,21.25M
2021-05-12 17:26:42.505808, COMFI-ETH,10000%+  ,867.06K
2021-05-12 17:26:42.528756, FARM,40.54%,58.32M
2021-05-12 17:26:42.570037, USDC,22.51%  ,42.74M
2021-05-12 17:26:42.619759, USDT,16.75%  ,4.34M
2021-05-12 17:26:42.656689, DAI,15.60%  ,14.78M
2021-05-12 17:26:42.694894, CRV:HUSD,14.87%  ,1.83M
2021-05-12 17:26:42.727192, YCRV,33.73%  ,1.77M
2021-05-12 17:26:42.748226, 3CRV,9.12%  ,8.11M
2021-05-12 17:26:42.769643, CRV:COMPOUND,19.01%  ,1.73M
2021-05-12 17:26:42.792313, CRV:BUSD,18.36%  ,4.31M
2021-05-12 17:26:42.819305, CRV:USDN,30.64%  ,11.63M
2021-05-12 17:26:42.840618, CRV:EURS,35.61%  ,1.73M
2021-05-12 17:26:42.862324, CRV:GUSD,23.32%  ,179.87K
2021-05-12 17:26:42.883055, CRV:UST,20.39%  ,538.20K
2021-05-12 17:26:42.904133, CRV:USDP,28.22%  ,435.59K
2021-05-12 17:26:42.946834, SUSHI,17.06%  ,6.24M
2021-05-12 17:26:42.969881, ETH-DAI,54.10%  ,20.82M
2021-05-12 17:26:42.991535, ETH-USDC,60.68%  ,8.38M
2021-05-12 17:26:43.013984, ETH-USDT,65.24%  ,7.29M
2021-05-12 17:26:43.035998, ETH-WBTC,36.10%  ,14.41M
2021-05-12 17:26:43.074304, CRV:STETH,11.91%  ,71.38M
2021-05-12 17:26:43.115889, CRV:HBTC,6.90%  ,12.89M
2021-05-12 17:26:43.137171, CRV:OBTC,13.74%  ,9.67M
2021-05-12 17:26:43.158592, CRV:TBTC,3.94%  ,689.61K
2021-05-12 17:26:43.179963, CRV:RENWBTC,2.83%  ,87.77M
2021-05-12 17:26:43.202644, WBTC,1.23%  ,1.86M
2021-05-12 17:26:43.241956, MUSE-ETH,235.78%  ,751.51K
2021-05-12 17:26:43.262830, DUDES20-ETH,703.74%  ,114.11K
2021-05-12 17:26:43.284867, MASK20-ETH,365.98%  ,109.21K
2021-05-12 17:26:43.306604, ROPE20-ETH,868.62%  ,116.05K
2021-05-12 17:26:43.327337, MCAT20-ETH,380.94%  ,79.34K
2021-05-12 17:26:43.363920, MEME20-ETH,509.61%  ,121.82K
2021-05-12 17:26:43.385624, GPUNKS20-ETH,488.53%  ,77.24K
2021-05-12 17:26:43.428173, 1INCH-ETH,68.58%  ,1.44M
2021-05-12 17:26:43.453887, 1INCH-USDC,183.77%  ,1.34M
2021-05-12 17:26:43.476789, 1INCH-WBTC,94.51%  ,935.16K
2021-05-12 17:26:43.515953, ETH-DAI,54.10%  ,259.30K
2021-05-12 17:26:43.537813, ETH-USDC,60.68%  ,143.00K
2021-05-12 17:26:43.558998, ETH-USDT,65.24%  ,92.67K
2021-05-12 17:26:43.580233, ETH-WBTC,36.10%  ,12.91M
2021-05-12 17:26:43.621435, ETH-SUSHI,19.54%  ,13.87M
2021-05-12 17:26:43.645720, ETH-PERP,46.52%  ,174.55K
2021-05-12 17:26:43.678365, ETH-DAI,33.62%  ,20.35M
2021-05-12 17:26:43.703470, ETH-USDC,40.70%  ,14.49M
2021-05-12 17:26:43.725761, ETH-USDT,43.03%  ,40.79M
2021-05-12 17:26:43.749395, ETH-WBTC,16.46%  ,19.80M
2021-05-12 17:26:43.772383, ETH-UST,36.47%  ,491.35K
2021-05-12 17:26:43.826382, ETH-DPI,12.58%  ,4.76M
2021-05-12 17:26:43.869906, WBTC-KBTC,96.85%  ,722.44K
2021-05-12 17:26:43.898383, WBTC-KLONX,102.28%  ,72.99K
2021-05-12 17:26:43.935772, ETH-MVI,19.39%  ,1.24M
2021-05-12 17:26:43.966101, KXUSD-DAI,102.99%  ,238.33K
2021-05-12 17:26:44.013349, FARM/ETH,18.48%,16.00M
2021-05-12 17:26:44.036102, FARM/GRAIN,79.82%,135.66K
2021-05-12 17:26:44.100209, DAI-BAC,53.97%  ,908.81K
2021-05-12 17:26:44.124999, DAI-BASv2,139.24%  ,73.42K
2021-05-12 17:26:44.164569, MAAPL-UST,71.65%  ,458.82K
2021-05-12 17:26:44.190039, MAMZN-UST,77.07%  ,287.71K
2021-05-12 17:26:44.210684, MGOOGL-UST,74.25%  ,330.67K
2021-05-12 17:26:44.231414, MTSLA-UST,88.37%  ,245.19K
2021-05-12 17:26:44.253692, MNFLX-UST,104.41%  ,457.47K
2021-05-12 17:26:44.278657, MTWTR-UST,112.56%  ,488.09K
2021-05-12 17:26:44.327056, CRV:LINK,8.95%  ,3.04M
2021-05-12 17:26:44.375466, TUSD,Inactive ,24.22K
2021-05-12 17:26:44.408626, CRV:AAVE,Inactive ,12.41K
2021-05-12 17:26:44.435376, RENBTC,Inactive ,139.40K
2021-05-12 17:26:44.471335, MIC-USDT,Inactive ,277.15K
2021-05-12 17:26:44.498932, MIS-USDT,Inactive ,84.41K
2021-05-12 17:26:44.521089, WBTC-TBTC,Inactive ,1.13K
2021-05-12 17:26:44.541784, ETH-DAI,Inactive ,21.18K
2021-05-12 17:26:44.562715, ETH-USDC,Inactive ,36.97K
2021-05-12 17:26:44.583039, ETH-USDT,Inactive ,11.91K
2021-05-12 17:26:44.603869, ETH-WBTC,Inactive ,38.45K
2021-05-12 17:26:44.624084, DAI-BSG,Inactive ,2.13K
2021-05-12 17:26:44.644660, DAI-BSGS,Inactive ,3.65K
2021-05-12 17:26:44.665506, BAC,Inactive ,454.08
2021-05-12 17:26:44.686161, ESD,Inactive ,27.02K
2021-05-12 17:26:44.711282, DSD,Inactive ,3.40K
2021-05-12 17:26:44.733782, FARM/USDC,Inactive,72.44K
2021-05-13 16:34:45.586743, WETH,2.80%  ,19.39M
2021-05-13 16:34:45.611026, COMFI-ETH,10000%+  ,748.96K
2021-05-13 16:34:45.633864, FARM,62.49%,52.71M
2021-05-13 16:34:45.726053, USDC,19.20%  ,42.74M
2021-05-13 16:34:45.750670, USDT,14.02%  ,9.75M
2021-05-13 16:34:45.773287, DAI,15.28%  ,14.76M
2021-05-13 16:34:45.798282, CRV:HUSD,16.11%  ,1.83M
2021-05-13 16:34:45.822970, YCRV,28.00%  ,1.77M
2021-05-13 16:34:45.845135, 3CRV,9.27%  ,8.11M
2021-05-13 16:34:45.867108, CRV:COMPOUND,18.68%  ,1.73M
2021-05-13 16:34:45.891526, CRV:BUSD,20.15%  ,4.32M
2021-05-13 16:34:45.917521, CRV:USDN,70.89%  ,11.45M
2021-05-13 16:34:45.943234, CRV:EURS,53.68%  ,1.71M
2021-05-13 16:34:45.963960, CRV:GUSD,22.28%  ,180.52K
2021-05-13 16:34:45.985013, CRV:UST,20.03%  ,537.97K
2021-05-13 16:34:46.006080, CRV:USDP,28.76%  ,436.53K
2021-05-13 16:34:46.048539, SUSHI,29.49%  ,5.68M
2021-05-13 16:34:46.194609, ETH-DAI,85.49%  ,18.97M
2021-05-13 16:34:46.232549, ETH-USDC,97.89%  ,8.03M
2021-05-13 16:34:46.258152, ETH-USDT,91.73%  ,6.97M
2021-05-13 16:34:46.280413, ETH-WBTC,65.40%  ,13.08M
2021-05-13 16:34:46.328791, CRV:STETH,11.40%  ,65.22M
2021-05-13 16:34:46.369947, CRV:HBTC,8.50%  ,11.63M
2021-05-13 16:34:46.392371, CRV:OBTC,13.94%  ,8.72M
2021-05-13 16:34:46.413805, CRV:TBTC,4.29%  ,621.68K
2021-05-13 16:34:46.440397, CRV:RENWBTC,3.73%  ,78.56M
2021-05-13 16:34:46.464971, WBTC,1.24%  ,1.67M
2021-05-13 16:34:46.524458, MUSE-ETH,265.20%  ,645.32K
2021-05-13 16:34:46.548377, DUDES20-ETH,760.85%  ,104.10K
2021-05-13 16:34:46.570707, MASK20-ETH,411.03%  ,100.26K
2021-05-13 16:34:46.593271, ROPE20-ETH,916.57%  ,105.87K
2021-05-13 16:34:46.615388, MCAT20-ETH,431.80%  ,72.38K
2021-05-13 16:34:46.637217, MEME20-ETH,564.35%  ,111.13K
2021-05-13 16:34:46.665548, GPUNKS20-ETH,545.39%  ,70.47K
2021-05-13 16:34:46.713080, 1INCH-ETH,17.60%  ,1.28M
2021-05-13 16:34:46.735286, 1INCH-USDC,32.91%  ,1.22M
2021-05-13 16:34:46.757212, 1INCH-WBTC,25.16%  ,825.65K
2021-05-13 16:34:46.798818, ETH-DAI,85.49%  ,247.78K
2021-05-13 16:34:46.822906, ETH-USDC,97.89%  ,137.10K
2021-05-13 16:34:46.848108, ETH-USDT,91.73%  ,88.55K
2021-05-13 16:34:46.871656, ETH-WBTC,65.40%  ,11.71M
2021-05-13 16:34:46.920585, ETH-SUSHI,38.22%  ,957.06K
2021-05-13 16:34:46.945014, ETH-PERP,51.91%  ,164.20K
2021-05-13 16:34:46.971071, ETH-DAI,52.34%  ,19.48M
2021-05-13 16:34:46.995023, ETH-USDC,65.82%  ,13.91M
2021-05-13 16:34:47.019274, ETH-USDT,57.73%  ,39.06M
2021-05-13 16:34:47.042696, ETH-WBTC,32.58%  ,17.99M
2021-05-13 16:34:47.068655, ETH-UST,39.47%  ,469.60K
2021-05-13 16:34:47.128529, ETH-DPI,26.93%  ,4.37M
2021-05-13 16:34:47.175846, WBTC-KBTC,112.72%  ,632.52K
2021-05-13 16:34:47.215613, WBTC-KLONX,122.25%  ,65.16K
2021-05-13 16:34:47.245891, ETH-MVI,23.43%  ,1.11M
